avg_temp,max_temp,min_temp,shock_count,max_accel,weight_loss,trip_duration,quality_score,risk_level
4.3751465918455965,5.044778806292065,2.9022041635175717,21,3.8330048510045414,16.360996012450492,246,0.0,CRITICAL
6.010093645249902,7.693828834065741,4.578054419405095,22,2.952236662714475,6.613218661220901,172,0.0,CRITICAL
-1.961007441931634,0.13341074303304667,-2.6415084749676176,4,1.4689119294841495,22.904823870195717,82,55.927458433801476,WARNING
-1.419701738999216,0.3914763551014573,-3.0339582855479765,23,2.5674119585232913,3.744784885596281,223,35.788001980784585,CRITICAL
-0.2409303115574426,2.4154249322529777,-0.9642003638913956,6,3.6705732629671557,1.3747315096698665,146,64.73068340788691,WARNING
3.9113291239645465,6.510780124230355,3.151076673886214,14,3.3605799991898007,10.944965369102528,219,0.0,CRITICAL
2.0210510462661606,4.071694042876162,1.878246027109064,20,1.2701239168914364,21.873803938510477,113,4.622602118511158,CRITICAL
-0.38031303929433213,1.6841728360056074,-0.8195433872348701,10,4.292833640854143,23.279997346387344,147,28.21802594006808,CRITICAL
2.830274804627286,3.028840620261928,1.0040025562561958,18,4.44365431912701,9.440336423954337,285,18.95631901060664,CRITICAL
3.4872855384432615,4.281926037937419,2.9940305230552946,17,2.9253978035028068,22.410414349567738,249,0.0,CRITICAL
7.9876880324755515,9.516266913504944,7.805869208127964,1,4.374963093499996,4.585239580447832,111,37.920793643629644,CRITICAL
4.908096432532684,7.896460573252974,3.8498677423344096,17,4.373508660055242,0.3444306582845891,88,11.817103690265748,CRITICAL
1.221821982452771,3.1447073781921953,0.9987176352610181,13,1.2117098945510136,0.09735948305187869,164,59.718880988701144,WARNING
2.571773194312388,2.8910056627055027,1.3211728071795528,26,3.3752727268970233,18.269106343145168,108,15.739138525911478,CRITICAL
-1.0307057854810797,1.7365964563737444,-2.8676927742724843,19,1.958702256521029,0.5843022715749691,215,58.787218778231846,WARNING
2.9899931761670766,3.1637686756496395,1.2339739777589955,30,0.8544067173111474,21.95722784533883,65,14.779844936773342,CRITICAL
6.2987541137368375,9.13930015285181,5.968500195788582,16,4.425948684883658,12.694138206026608,138,0.0,CRITICAL
2.531591179814833,4.670438098272198,1.7336065798199747,21,3.4244512593775407,13.143002517435121,294,0.0,CRITICAL
3.1051713000352943,4.766935867308733,1.9282910712145922,0,0.8194688870406464,18.93308871810297,147,30.674003281103076,CRITICAL
-1.8115222516818912,-0.26905389225612386,-2.368476779610985,15,1.4640656331669737,3.96935546175075,272,52.429972423957246,WARNING
0.8378376576675621,1.1208150471432088,-0.480127841361764,11,2.4061038035896436,14.010740041100249,57,66.73364547293302,WARNING
5.013106410511344,6.031014226696233,3.2897613378057615,7,1.3621553246374432,16.08857261731033,101,14.218816398344043,CRITICAL
7.616327996380064,8.945720231540434,5.893629786856403,17,0.9405892769072015,19.564346819955663,37,4.689962572847513,CRITICAL
3.5582018980487655,4.057135229860507,2.5869196471473286,6,4.39092677313597,27.073285965316458,114,3.789731189769161,CRITICAL
3.9118530626783556,6.264064868524064,3.001836328000069,13,3.6346617662007312,21.91515952246398,279,0.0,CRITICAL
-0.21975304703261478,1.5177878254161539,-1.3041434497811633,23,1.9112216439637817,1.5042701179186069,274,40.02850382919514,CRITICAL
7.803894516372252,8.044228912094013,7.432244594410806,19,0.8058238851909076,25.85457605910388,236,0.0,CRITICAL
5.972595767667206,7.830740298663516,5.134145936995461,18,3.0435211572984024,9.491095379301814,163,0.0,CRITICAL
4.978929233956272,6.993999902836186,4.378935074358748,10,4.680582492674814,28.0720286233447,34,0.0,CRITICAL
3.990726645126654,4.210508808425553,3.564418020592573,8,1.0960545666491028,10.470265048935453,65,53.79270242484543,WARNING
7.168724773199035,9.279344548461147,5.945369241747135,25,3.4428934296982967,0.23469321456473846,183,0.0,CRITICAL
-1.378480988490731,-0.585083224029348,-3.1579064025021495,23,2.989506383981672,8.17044636944449,137,42.17612187138798,CRITICAL
-0.7784161260352824,0.013535578855945807,-1.7554798303340355,28,4.586715707983574,1.5239668098759196,246,28.29348089372219,CRITICAL
-1.7354794292056999,-1.343020447100593,-3.695075336863372,5,3.8355390875656887,16.550412633791737,248,47.60906864774746,CRITICAL
-1.32875671646399,0.7443021548036393,-1.626865287421029,1,4.255677589487075,17.47528699469382,105,59.29786712880772,WARNING
-1.749026850986853,1.0502371805751094,-3.693419381021374,1,4.5451608643691355,6.302296150192621,157,66.66933410635544,WARNING
0.12207180768771009,2.7462099783109837,-1.825602237586868,23,1.195490022494921,27.896430470810234,113,14.762060329309628,CRITICAL
2.864630319642381,2.9389894053369474,1.3915013761322168,10,4.020739232664343,12.35139499654661,157,27.66805709594472,CRITICAL
7.360833914530449,9.936613668543794,6.9159664794391205,26,4.6330335555327276,10.48975273337756,146,0.0,CRITICAL
1.960199096491774,2.7960082795607857,1.821357587166134,24,1.7560624672484213,19.24445215822883,234,6.795181183602637,CRITICAL
3.0619669796324844,3.1447685849913922,1.3078901564813639,8,1.3035551727760863,28.876029472846664,165,25.382571973532627,CRITICAL
1.579427529926468,3.9387120645375138,0.706639762185252,16,1.020406028131987,26.985141987335986,127,12.54722506138582,CRITICAL
7.627875827495414,9.24323181877379,6.189015829205723,23,3.8166696207063517,5.9110538730520314,250,0.0,CRITICAL
1.985426109467634,2.927173044642713,0.289395550454963,23,4.550210757936911,15.213675121058074,239,0.0,CRITICAL
2.1832504851663943,2.7587707641368366,0.8533916167408513,12,3.5479307537272984,27.084166371977478,184,21.06075168758163,CRITICAL
3.0023510158243454,3.6328990704722712,1.4308333608691852,19,3.446175306663822,13.949645707410426,256,13.756272331900998,CRITICAL
1.0670439812475223,3.946539992296631,-0.40487891063292114,21,0.8815799152630479,15.463560297456493,201,0.9338720007556267,CRITICAL
4.552097321474577,6.9717860052033735,4.257389396983031,1,1.6017914483525757,14.254090326564153,67,24.554161683800892,CRITICAL
3.316821454305889,5.471859200802855,2.5488645195203863,12,1.5979299781029748,19.681740333353524,32,38.926598262113664,CRITICAL
3.162643392535128,5.497904612837103,2.724961118910489,25,4.810847190257929,15.538732513312224,55,0.0,CRITICAL
3.6666955277851443,5.060625240279855,2.604431756073967,17,3.1795354331123886,28.50118825329468,256,0.0,CRITICAL
2.3156437676558026,4.8073512768200475,1.2198998664341458,28,1.216210583943497,25.844847293497867,260,0.0,CRITICAL
-0.5165615749420427,1.780879477949454,-1.559161200598007,20,1.5766063871658478,13.196177797947081,176,37.34493578014635,CRITICAL
0.015085219727883903,0.25681819270088924,-0.2865760962982893,12,3.622774155345735,21.192574250836568,62,41.14867895898218,CRITICAL
-0.014711653771498634,0.17208547797925733,-1.680493992452474,12,4.571773152530796,17.522382426126754,40,53.56732032303934,WARNING
2.593567456708417,2.6112557074603964,1.8900498513647677,24,2.2549399162867347,26.749246259055358,244,0.0,CRITICAL
2.407804364538146,5.101238406735732,1.431345409437645,8,2.4612618922098646,0.8707445984014572,202,41.68873620622917,CRITICAL
2.788853946521133,5.310370935708809,0.9497707051831812,19,2.9035563328962697,27.207865877603048,43,0.8394746216200026,CRITICAL
0.5716766179665691,1.1168636975068655,0.05136399012795967,10,1.452471278951667,9.805374146439256,224,57.78256615638806,WARNING
3.7072247191633707,6.211957463899735,2.766611046737277,23,2.927385715651402,29.997234855276275,209,0.0,CRITICAL
-1.5882897772833835,-1.4675153646610837,-1.6503497750448077,7,1.3971230706313982,0.6114005196099703,108,87.38544941888905,SAFE
7.738785111083259,9.133887061388922,7.226297717958886,11,1.25505114515511,18.217424816727952,88,17.777918861754326,CRITICAL
-1.017405138996805,0.7186490585309258,-2.8751794758110485,18,3.5480627908268394,28.74518514617688,233,11.414705985413097,CRITICAL
-0.8100213374497083,1.681693563891247,-1.2957200985239725,22,3.976163982280508,25.50879717266389,91,14.96227216600212,CRITICAL
5.663726226552502,7.648290248614569,5.525812753513221,20,2.0355402868757744,25.48726880998732,280,0.0,CRITICAL
3.7647254032874713,6.2508473362948465,2.3501081158753174,13,1.292616324887267,15.652402408154396,168,0.0,CRITICAL
3.517705941416602,4.9123272563201255,1.8662367445750907,18,1.7077799212215141,25.551394800579956,74,2.789282491924702,CRITICAL
0.7048120011626229,2.4143609351975894,-0.6315649397283642,10,0.6291499899654032,25.528585089373774,123,29.875499323913445,CRITICAL
0.1289497970565714,0.9679252611693293,-1.0633602188182874,28,1.743208590902832,0.30453343316031334,127,45.856129619580216,CRITICAL
2.320447984625166,4.5949419450725655,0.9392293057321199,20,3.703290829127252,13.445236487597123,38,7.930533505546717,CRITICAL
-0.6704215971648191,0.24819649322544612,-1.8335327678295534,15,2.9906282975461234,10.312721824386076,199,53.51810527614168,WARNING
0.7224715771190713,1.4140857010145944,-0.720097085533068,10,1.0379963356477377,16.075918961512492,124,51.915409730105445,WARNING
2.431627921053704,4.200388638936077,0.9112121303075389,19,1.7734941647372975,3.015783242723723,129,32.96246463265145,CRITICAL
0.16528641489631868,2.2893418720294125,-0.08787950479964457,1,4.88432718996232,16.60076900395825,94,51.37869655105928,WARNING
3.0613270168775397,3.9143449982889877,2.1038985996647437,10,1.3296365167553676,1.541301515507335,274,56.14087140724924,WARNING
-1.6079393893164051,0.12312408009604914,-2.980841425828438,4,1.1713891301314483,16.885187912536928,185,60.8518090839623,WARNING
-0.5108542687393032,0.7376677954916822,-1.7031079595593537,19,1.5155921167926558,15.677176053906535,260,34.08504377623804,CRITICAL
-0.21588120489567575,1.0706083035256018,-1.3531401461441421,1,3.2433391051030864,22.20267916453635,136,43.255150304066035,CRITICAL
4.199325888373462,5.855302625106739,3.8862606574871856,13,2.5272666707796607,17.814335853586897,179,5.326398553809243,CRITICAL
-0.27137066243786423,2.307449531583703,-0.41373018274482276,7,4.657599700171469,23.63484079940194,131,14.251389661042117,CRITICAL
1.267374272263472,3.9926086079012904,-0.38588804703664725,2,0.7683711778123117,23.77885698697235,177,39.39153448673737,CRITICAL
0.8121878216569716,2.0197133791453883,0.2676954353684453,17,2.7220784870528796,2.4132555569790295,50,68.89422889292453,WARNING
2.4072035397136915,2.4847982168786977,1.9493547082700375,21,4.261813762577816,17.255973276597913,40,14.995724168774514,CRITICAL
2.033689505819435,2.154384525253284,0.5211518449943209,15,2.835337284444218,13.266882132606085,172,26.81489147223126,CRITICAL
1.5119777516671262,2.9871551582401663,1.3294929390794719,11,2.337566420435069,9.631747678697147,83,73.57733094400352,WARNING
-0.021178018526207598,0.8434753675581597,-1.9115650976526288,26,3.9222489742594564,1.1009139094112608,75,50.14517157170168,WARNING
-0.060357282344031926,1.152167888658205,-1.0895497870022421,0,3.4594717391740804,16.27780783071585,241,42.54204085376729,CRITICAL
1.110636354764373,2.6061156619109385,0.22655444331985009,1,1.4160120725762324,16.47658917255995,177,54.38116095072378,WARNING
7.8657340791084716,9.692349080354367,7.387139154453171,5,1.898375622770008,0.4102339339818206,238,25.932092012815225,CRITICAL
3.9535428363713176,5.337886518907668,3.7186105381922028,26,1.1928700599274762,27.979591798023133,179,0.0,CRITICAL
-0.35945061972035486,2.5812832780897716,-0.8469124318706316,17,1.1508888581852392,5.71831112843785,290,37.462925454923976,CRITICAL
6.863375663385025,9.426612803301648,6.183625177156434,25,2.784819541143454,24.616484195567352,174,0.0,CRITICAL
3.024855535638528,5.0046777948032855,1.2943343462380426,14,2.9236125996674316,10.353718250790227,223,14.553446168665012,CRITICAL
6.487492138102857,8.20288506405756,6.020367245987071,24,2.3484879299731016,9.545289817013995,272,0.0,CRITICAL
2.8684534153892614,4.859519903842865,1.2269583119701513,4,2.728978923273906,1.1105883403672856,287,54.653535901768535,WARNING
7.225197115551912,7.524332208777847,5.404313760158978,0,3.7509972240678917,12.299358592390933,109,12.748282482437087,CRITICAL
2.6891517476381495,4.558929949204144,1.8941850998666026,2,4.332943815578112,25.570240096976793,224,0.0,CRITICAL
1.7607950740479268,3.2246375302184638,0.6787630486526066,19,0.8078933623169815,18.934830505639216,177,34.97425922956215,CRITICAL
2.4805982004275613,2.7759275795771554,1.2131025428659787,27,0.9522825814526785,4.990943601876755,183,44.03424062050486,CRITICAL
-1.7240541879367235,-0.8439508600410971,-2.473736367487353,4,1.5988884448278577,12.361552469267261,122,61.69983649068097,WARNING
-1.5261898960400322,0.33294120957221396,-2.0078494797526583,29,3.1242070879342383,6.965653328854568,160,31.59570499176731,CRITICAL
2.001044303598885,3.3968040701747895,1.4257809721020074,17,1.2108902993230413,13.251893508114433,206,24.876516952184716,CRITICAL
-0.2050745052573668,1.8658660321230203,-1.1187461305929398,9,1.3964764959900156,11.540797469020363,277,56.06653267422361,WARNING
0.28818578594577415,1.1758029565931278,-1.1103723731556934,0,4.900750180595882,19.74689447786042,170,45.080979657614904,CRITICAL
3.1904043861835962,6.11121283666737,1.3691704787461751,23,2.7352727893574165,27.12465872681176,176,0.0,CRITICAL
-0.6192896541775021,0.03772396260681421,-0.9995536327316787,8,3.5499400638051175,21.627851300121268,100,43.28248103686899,CRITICAL
3.4204222244378073,4.347220876295715,2.538775844112184,18,2.141875548628114,3.9423541926145633,181,33.267191257140105,CRITICAL
6.932564055152525,9.561945845272447,6.2008489939222775,16,4.610691385167636,24.914178587021922,161,0.0,CRITICAL
3.6651268965831916,4.550551244100667,1.9243329779331122,25,1.0182636835239174,28.88679878606633,102,0.0,CRITICAL
-0.646311825805578,1.3769068650951257,-1.4411348162121767,27,4.120644398092528,10.973251482166992,232,10.139186551009011,CRITICAL
1.2194338496143544,3.2379189952356153,-0.1252477450876719,18,2.214614746726139,19.156478034025106,220,16.083461021992306,CRITICAL
